Survey_ID,Region,Country,Business Unit,Quarter,Employee_Level,Question_ID,Question_Category,Response_Value,Response_Date
S-1370,ApAc,France,F,Q2-2025,staff,q04,Ethics,1.0,2025/03/11
S-3454,EMEA,USA,sales,Q2-2025,manager,q-5,Data Privacy,6.0,
S-1465,AMERICAS,Japan,finance,Q3-2025,Staff,Q-04,Conflict of Int.,5.0,12-10-2025
S-1849,emea,France,Operations,Q3-2025,Manager,Q-02,Data privacy,5.0,2025/07/10
S-1229,emea,Japan,Finance,Q1-2025,Staff,q3,Conduct,6.0,11-03-2025
S-3173,apac,India,Finance,Q2-2025,director,Q-2,Conduct,,2025/10/13
S-2782,emea,Japan,hr,Q1-2025,staff,Q-2,Compliance,2.0,
S-2273,ApAc,UK,Sales,Q3-2025, ,q-1,Data privacy,1.0,07-06-2025
S-1905,APAC,JN,s,Q4-2025,Staff,Q-2,ethics,2.0,09-07-2025
S-2657,emea,JN,IT,q22025,Manager,Q-2,Compliance,6.0,25-02-2025
S-3592,ApAc,,F,Q2-2025,manager,Q-01,Ethics,6.0,2025-08-06
S-1765,AMERICAS,India,IT,Q2-2025,Manager,q-2,Data Privacy,4.0,31-08-2025
S-2644,EMEA,JN,Sales,Q4-2025,Senior Staff,Q-2,Ethics,1.0,
S-2151,AMERICAS,United States,Sales,Q4-2025,Director,3,Conflict of Int.,5.0,2025-01-31
S-3199,Americas,United States,sales,Q4-2025,,Q-2,Data Privacy,6.0,2025-10-14
S-1803,AMERICAS,India,F,Q4-2025,staff,q-2,Conflict of Int.,1.0,20-05-2025
S-1553,emea,JN,HR,Q1 2025,director,Q-02,ethics,6.0,2025-03-26
S-1836,apac,INDIA,sales,Q2-2025,manager,Q-2,Compliance,6.0,2025/07/17
S-1197,EmEa, ,Sales,q22025,Manager,q-1,Compliance,5.0,2025-03-07
S-3752,APAC, ,Sales,Q2-2025,staff,Q-05,Ethics,1.0,08-08-2025
S-2252,ApAc,Germany,sales,Q2-2025,Manager,Q-04,Conflict of Int.,1.0,2025-04-10
S-3921,EmEa,Germany,s,Q4-2025, ,q04,Data privacy,6.0,13-02-2025
S-2796,emea,JN,Operations,Q1 2025,Director,q04,Conduct,6.0,2025-09-08
S-1126,APAC,,s,Q4-2025,director,q04,ethics,,
S-2945,ApAc,IN,Finance,q22025,,Q-01,Conflict of Int.,,
S-2586,APAC,,Finance,Q2-2025,staff,q-5,Conduct,2.0,
S-3494,APAC,France,s,Q4-2025,Manager,Q-05,Data privacy,2.0,28-04-2025
S-1049,Americas,,finance,Q4-2025,Senior Staff,q-5,Conflict of Int.,4.0,16-09-2025
S-3107,AMERICAS,,hr,Q2-2025,Manager,Q-05,Compliance,3.0,04-07-2025
S-2073,emea,USA,s,Q1 2025,,q-1,Conduct,1.0,2025-11-14
S-2845,AMERICAS,USA,Sales,Q1 2025,Senior Staff,Q-03,Data privacy,4.0,2025/09/20
S-2047,emea,JN,F,Q4-2025,director,q3,Data privacy,5.0,2025-11-03
S-2254,ApAc,Japan,F,q22025,Manager,q-2,Ethics,3.0,12-03-2025
S-2544,APAC,USA,finance,q22025,,q-5,Data Privacy,6.0,2025-05-18
S-1835,APAC,,sales,Q1 2025,,Q-04,ethics,5.0,2025-03-19
S-3647,EmEa,USA,hr,Q1 2025,manager,Q-03,Data privacy,,2025/01/26
S-3368,APAC,India,IT,Q1-2025,Staff,Q-02,Ethics,2.0,2025-01-02
S-1259,emea,Japan,hr,Q3-2025,Senior Staff,Q-01,Ethics,5.0,2025/11/02
S-3287,EmEa,IN,hr,Q1-2025,Staff,3,Ethics,,10-07-2025
S-1381,apac,USA,Operations,Q4-2025,Director,q-1,Conduct,2.0,2025/02/13
S-3091,Americas,JN,sales,Q2-2025,director,3,Conduct,2.0,08-06-2025
S-3412,ApAc,,finance,Q1-2025,Staff,Q-04,Conduct,,23-08-2025
S-1748,Americas,France,HR,Q2-2025,director,q-2,Conflict of Int.,1.0,24-01-2025
S-2773,emea,UK,HR,Q1-2025,Senior Staff,Q-01,Conduct,4.0,2025-06-03
S-3904,AMERICAS,IN,Operations,Q2-2025,Staff,q-2,Data privacy,3.0,2025/11/11
S-2102,EmEa,USA,s,Q4-2025,Staff,q-1,Conflict of Int.,5.0,09-08-2025
S-3246,APAC,Germany,s,Q1 2025,director,3,Conduct,5.0,2025-07-27
S-2591,EmEa,JN,Finance,Q4-2025,manager,3,Data Privacy,5.0,2025/11/22
S-1485,EmEa, ,sales,Q4-2025,Senior Staff,q-1,Ethics,3.0,2025-08-08
S-2487,EmEa,,finance,Q4-2025, ,Q-2,Ethics,6.0,2025-03-06
S-1357,EMEA,UK,Sales,Q3-2025,,q3,Data privacy,,2025-07-14
S-2240,AMERICAS, ,Finance,Q4-2025,staff,Q-03,Ethics,,2025/06/21
S-2288,AMERICAS,Japan,sales,Q3-2025,Director,q-5,Ethics,6.0,07-09-2025
S-2578,EMEA,JN,finance,Q1-2025,,q04,Conflict of Int.,,16-03-2025
S-1377,emea,India,hr,Q2-2025,Manager,Q-03,ethics,5.0,2025/06/21
S-3407,AMERICAS,Japan,Finance,q22025,Director,q-5,Conduct,3.0,2025-03-09
S-3268,ApAc,     ,HR,Q2-2025, ,Q-01,Compliance,4.0,2025-03-06
S-3368,EMEA,India,Sales,Q3-2025,Staff,q-5,Data privacy,1.0,2025-01-26
S-3590,emea,INDIA,Sales,Q3-2025,Director,Q-01,Data Privacy,2.0,11-03-2025
S-2926,EMEA, ,IT,Q4-2025,staff,q-5,Conflict of Int.,3.0,
S-1365,EmEa, ,s,Q1 2025,Manager,q-5,Compliance,6.0,2025-02-16
S-2720,AMERICAS,UK,s,Q2-2025,Staff,q-2,Ethics,1.0,2025/10/15
S-3860,Americas,United States,finance,Q4-2025,staff,Q-01,Data privacy,2.0,2025/02/25
S-1353,ApAc,India,hr,Q1-2025,Staff,q-5,Compliance,2.0,2025-08-14
S-3333,EMEA,INDIA,Finance,Q1-2025, ,Q-02,Conflict of Int.,4.0,2025-01-08
S-2982,apac,IN,finance,Q4-2025,Director,3,Conduct,3.0,2025/04/27
S-1577,EmEa,UK,F,Q4-2025,manager,Q-2,Compliance,2.0,23-05-2025
S-1474,emea,,finance,Q4-2025,,Q-03,Data Privacy,2.0,2025-10-03
S-1874,AMERICAS,USA,HR,Q2-2025,Staff,Q-03,Compliance,,09-11-2025
S-1909,EMEA,United States,sales,Q2-2025,manager,q-5,Compliance,4.0,04-05-2025
S-1621,emea, ,Finance,Q3-2025,Director,3,Data Privacy,1.0,2025-08-18
S-3410,APAC,IN,HR,Q2-2025,,3,ethics,5.0,01-04-2025
S-1934,emea,JN,HR,Q3-2025,Manager,3,Ethics,3.0,17-08-2025
S-2134,Americas,UK,Sales,Q3-2025,staff,q-1,Ethics,3.0,2025-03-23
S-3313,EMEA,IN,Finance,Q4-2025,Staff,3,Compliance,,22-01-2025
S-3577,apac,IN,Finance,q22025,Senior Staff,Q-04,Ethics,1.0,2025/08/25
S-2589,AMERICAS,,Finance,Q1 2025,staff,Q-05,Conduct,4.0,2025/01/28
S-3879,EMEA,India,Finance,Q3-2025,staff,Q-04,Compliance,,2025/05/18
S-1341,EMEA,USA,finance,q22025,Manager,Q-03,Data Privacy,3.0,17-10-2025
S-1244,Americas,India,hr,q22025,Staff,Q-02,Compliance,1.0,04-04-2025
S-3682,apac,Japan,F,Q2-2025,Staff,q-2,Compliance,1.0,2025-09-10
S-2815,APAC,,IT,Q3-2025,,Q-01,Compliance,6.0,2025/07/07
S-1115,APAC,     ,finance,Q1-2025,Staff,Q-2,Compliance,6.0,2025/06/05
S-1050,APAC,IN,F,Q1-2025,Staff,Q-05,Compliance,2.0,20-04-2025
S-1187,apac,United States,finance,Q4-2025,Director,q04,Data privacy,1.0,2025/06/22
S-3526,EMEA, ,Sales,Q2-2025,manager,q-1,Conduct,5.0,24-01-2025
S-2589,AMERICAS,USA,Finance,Q3-2025, ,q3,Data privacy,1.0,2025/07/23
S-2756,Americas,United States,s,Q3-2025, ,q-2,Compliance,1.0,04-05-2025
S-3052,apac,IN,IT,q22025,manager,q04,ethics,5.0,2025/06/07
S-3863,ApAc,,Operations,Q1-2025,Staff,Q-2,Data Privacy,4.0,22-03-2025
S-2344,Americas,INDIA,IT,q22025,staff,Q-01,Ethics,4.0,14-07-2025
S-2045,EMEA,UK,IT,Q2-2025,Senior Staff,q-2,Data privacy,3.0,2025/02/01
S-1766,EMEA,INDIA,Operations,Q2-2025,staff,Q-02,Ethics,1.0,2025/01/17
S-1164,emea,,Finance,Q2-2025,manager,Q-01,Conduct,,12-10-2025
S-3091,apac,INDIA,Finance,Q1 2025,Senior Staff,Q-02,Data Privacy,4.0,2025/03/11
S-1027,apac,     ,Sales,Q3-2025,staff,q3,Data privacy,,19-08-2025
S-3317,EMEA,United States,IT,Q4-2025,director,Q-05,ethics,4.0,
S-1985,emea,     ,IT,Q1-2025,Manager,q-2,Compliance,3.0,09-02-2025
S-2893,EmEa,USA,F,Q1 2025,Staff,q-2,Ethics,1.0,2025-03-24
S-3924,Americas,India,Operations,Q3-2025,Manager,Q-02,Conduct,,2025-03-29
S-2445,AMERICAS, ,F,Q3-2025,Staff,q04,Compliance,5.0,
S-1436,AMERICAS, ,hr,Q1 2025,,q-1,Compliance,5.0,29-10-2025
S-3331,EmEa,IN,sales,Q1 2025,Senior Staff,Q-2,Data privacy,5.0,
S-1207,ApAc,INDIA,sales,Q4-2025,manager,Q-02,Data privacy,4.0,2025/03/21
S-3384,EmEa,India,s,Q2-2025,staff,Q-05,Conflict of Int.,1.0,2025-09-21
S-1689,EmEa,India,Finance,Q1-2025,Manager,3,ethics,5.0,2025/03/07
S-1937,EMEA,     ,IT,Q1-2025,Director,Q-02,Compliance,3.0,2025/05/23
S-1866,EMEA,IN,s,q22025,Senior Staff,Q-02,Data Privacy,3.0,2025/04/11
S-1042,EMEA,IN,Finance,Q1 2025,Staff,q04,ethics,1.0,2025-03-18
S-1538,EMEA,IN,sales,Q3-2025,staff,Q-03,Conduct,1.0,2025-04-10
S-1536,AMERICAS,UK,Sales,Q1-2025,director,Q-05,Data Privacy,2.0,
S-1236,ApAc,IN,F,Q1 2025, ,q-2,Data Privacy,3.0,2025-10-27
S-3504,APAC,India,finance,q22025,Staff,q04,ethics,5.0,
S-3797,AMERICAS,Japan,HR,Q3-2025,Staff,Q-03,Data privacy,6.0,2025-04-22
S-1120,apac,INDIA,s,Q2-2025,Senior Staff,q3,Data Privacy,4.0,2025-10-18
S-1832,AMERICAS,UK,sales,Q1-2025,,Q-01,Compliance,4.0,08-07-2025
S-2611,EmEa,JN,Finance,Q3-2025,manager,q-5,Data Privacy,2.0,
S-3098,emea,France,Sales,Q1-2025,Director,q3,Compliance,,11-05-2025
S-3688,Americas,Japan,hr,Q3-2025,manager,q04,Compliance,5.0,2025/04/26
S-2708,ApAc,USA,HR,q22025,director,Q-03,Data Privacy,2.0,28-03-2025
S-1552,emea,,finance,Q1-2025,Director,Q-03,Compliance,2.0,2025/03/12
S-2408,ApAc,Germany,IT,Q1-2025,,3,Conduct,1.0,2025/09/10
S-3815,AMERICAS,IN,F,Q3-2025,Manager,q04,ethics,6.0,2025/02/13
S-3461,emea,Germany,Operations,Q1 2025,,q-1,Conflict of Int.,2.0,25-05-2025
S-1765,ApAc,     ,Finance,Q2-2025,,Q-04,ethics,2.0,2025-04-14
S-3825,APAC,United States,finance,q22025,staff,q04,Data privacy,4.0,2025/07/11
S-2094,ApAc,,sales,q22025,director,q-5,Data privacy,6.0,19-06-2025
S-2645,apac,IN,Sales,Q1 2025,staff,Q-04,Data Privacy,3.0,19-05-2025
S-2584,emea,JN,finance,Q3-2025,manager,Q-05,ethics,1.0,27-05-2025
S-1091,Americas,,Sales,Q4-2025,Director,3,Ethics,,2025/07/24
S-1585,ApAc,JN,Sales,Q4-2025,director,Q-2,Compliance,,2025-02-27
S-1056,EmEa,,HR,Q1 2025,manager,q-1,Conflict of Int.,6.0,02-03-2025
S-1744,emea,United States,HR,Q1-2025,Director,q04,Data privacy,5.0,22-03-2025
S-1477,apac,JN,Sales,Q2-2025,manager,q-5,Conflict of Int.,1.0,2025-07-31
S-3695,EmEa,INDIA,finance,q22025,Staff,Q-01,Data privacy,6.0,04-03-2025
S-3175,ApAc,India,IT,Q1-2025,Senior Staff,q-1,Conduct,5.0,13-10-2025
S-2304,EMEA,INDIA,Sales,q22025,Director,q-5,ethics,4.0,16-09-2025
S-2064,apac,,sales,Q1-2025,Senior Staff,q-2,ethics,6.0,2025/01/13
S-3167,emea,JN,Sales,q22025,Manager,Q-04,Data Privacy,4.0,23-10-2025
S-2640,ApAc,UK,Operations,Q1 2025, ,Q-01,Ethics,3.0,2025-11-27
S-3578,ApAc,,IT,Q3-2025,,Q-02,Ethics,3.0,2025/09/23
S-1187,Americas,USA,IT,Q3-2025,Manager,q-5,ethics,1.0,13-06-2025
S-3714,APAC,United States,hr,Q1-2025,Director,Q-04,Data privacy,6.0,22-04-2025
S-3168,AMERICAS,Japan,IT,Q1-2025,manager,Q-02,ethics,4.0,2025/06/29
S-1632,emea,India,Finance,Q4-2025,Manager,q3,Conduct,6.0,07-05-2025
S-1524,ApAc,,Sales,q22025,manager,Q-04,ethics,2.0,2025-08-15
S-3865,APAC, ,F,Q4-2025,Manager,Q-01,Compliance,3.0,24-04-2025
S-1924,EMEA,INDIA,hr,Q3-2025,Senior Staff,3,Compliance,1.0,2025-02-16
S-3258,EmEa,USA,s,Q1 2025,director,q3,Data Privacy,,2025-09-16
S-1819,emea,USA,finance,Q1-2025, ,Q-02,ethics,4.0,
S-3642,APAC, ,s,q22025,Manager,q-5,Ethics,,19-11-2025
S-3898,apac, ,HR,Q3-2025, ,Q-04,Compliance,4.0,2025-03-09
S-1860,APAC,IN,IT,Q1 2025,Manager,q-5,Data privacy,1.0,08-11-2025
S-2040,EMEA,France,s,q22025,Manager,q-5,Conflict of Int.,6.0,2025-11-20
S-1732,ApAc,UK,Finance,Q3-2025,Manager,q3,Compliance,2.0,26-01-2025
S-1993,EmEa,,Operations,Q1-2025,Senior Staff,3,Ethics,3.0,09-09-2025
S-1429,APAC,USA,sales,q22025,staff,Q-04,Conflict of Int.,5.0,2025/03/04
S-3301,ApAc,India,Finance,q22025,Senior Staff,Q-04,Conflict of Int.,4.0,2025/01/30
S-2175,emea,INDIA,F,q22025, ,q04,Compliance,4.0,
S-3993,apac,JN,sales,Q1-2025,staff,q-1,Compliance,5.0,
S-1714,AMERICAS,France,finance,Q3-2025,Director,Q-02,Ethics,5.0,25-06-2025
S-2755,apac,USA,F,q22025,Senior Staff,q3,Conduct,4.0,2025/04/19
S-2315,EmEa, ,sales,Q2-2025,Manager,Q-01,Data Privacy,,
S-1562,Americas,Germany,IT,Q3-2025,Manager,q04,Ethics,1.0,2025-09-12
S-1557,AMERICAS,India,HR,Q1-2025,manager,q3,ethics,,14-11-2025
S-2896,EmEa,UK,Finance,Q4-2025,,q-2,ethics,1.0,09-09-2025
S-1948,AMERICAS,JN,F,Q1 2025,Manager,q-2,Conduct,4.0,15-01-2025
S-2390,EmEa,     ,s,Q3-2025,staff,Q-04,Conflict of Int.,6.0,2025/11/20
S-3342,apac,INDIA,finance,Q4-2025,Senior Staff,q04,Conflict of Int.,4.0,2025-04-07
S-3100,ApAc,India,Operations,Q1-2025,Manager,Q-01,ethics,1.0,2025-06-30
S-2430,EmEa,JN,hr,Q2-2025,Director,q3,Conduct,4.0,26-05-2025
S-1029,Americas,USA,IT,Q3-2025,,q-2,Data Privacy,3.0,11-08-2025
S-2643,apac,,sales,Q4-2025, ,Q-05,Ethics,4.0,17-07-2025
S-2748,Americas,Germany,Sales,Q1-2025,Staff,Q-2,ethics,3.0,23-04-2025
S-1816,Americas,,hr,Q2-2025,director,q3,ethics,4.0,2025/02/26
S-3317,ApAc,India,F,q22025,director,Q-04,Compliance,2.0,
S-2520,EmEa,IN,Finance,Q1 2025,staff,q-1,Ethics,2.0,25-08-2025
S-3763,APAC,UK,HR,Q1 2025,Senior Staff,q-1,Data privacy,3.0,2025/11/14
S-3335,ApAc,,hr,Q2-2025,Director,Q-2,Conduct,4.0,19-06-2025
S-2197,APAC,Germany,HR,Q1-2025,Director,q3,Ethics,4.0,2025/11/05
S-2002,APAC,,HR,Q2-2025, ,Q-05,ethics,5.0,29-07-2025
S-1071,EMEA,India,Operations,Q1-2025,staff,3,Data Privacy,2.0,2025/09/02
S-1896,apac,United States,Operations,Q1 2025,Senior Staff,Q-01,Conflict of Int.,5.0,2025/02/01
S-1710,AMERICAS,,sales,Q1-2025, ,q-1,Compliance,,09-04-2025
S-3582,emea,France,Sales,Q3-2025,Manager,Q-03,Ethics,2.0,
S-2237,apac,,hr,Q2-2025,director,Q-02,ethics,6.0,2025-10-18
S-1113,EMEA,IN,Sales,Q1-2025,Manager,Q-02,ethics,6.0,20-06-2025
S-2460,emea,INDIA,Sales,Q4-2025,staff,q04,Conduct,,2025/01/02
S-2763,AMERICAS,,F,Q1 2025,Senior Staff,Q-05,Conduct,3.0,07-04-2025
S-3850,ApAc,UK,hr,Q1 2025,Senior Staff,Q-02,ethics,5.0,2025-01-25
S-2215,EMEA,INDIA,hr,Q1 2025,Manager,Q-01,Conflict of Int.,2.0,23-08-2025
S-1751,apac,UK,Operations,q22025,Senior Staff,Q-01,Compliance,2.0,24-10-2025
S-3067,emea,JN,s,Q1-2025,Staff,3,Conflict of Int.,6.0,2025/03/14
S-2150,emea,JN,F,Q1-2025,Manager,q04,Ethics,6.0,07-09-2025
S-2172,AMERICAS,Japan,HR,Q1 2025,Staff,Q-05,ethics,,2025-03-21
S-3198,ApAc,USA,IT,Q1 2025,,q3,Compliance,4.0,03-04-2025
S-2380,EMEA,INDIA,Operations,Q1 2025,,Q-03,Data privacy,,2025-03-11
S-1551,ApAc,UK,F,Q1-2025,manager,Q-04,Ethics,2.0,
S-1809,apac,UK,sales,Q3-2025,Senior Staff,q-5,Conduct,1.0,08-08-2025
S-2496,Americas,Japan,hr,Q1 2025, ,q3,Data privacy,3.0,2025-06-11
S-1233,EMEA,Germany,Sales,Q1 2025,Staff,Q-02,ethics,2.0,12-10-2025
S-2998,EMEA,INDIA,Finance,Q1 2025,Director,q-5,Conflict of Int.,2.0,
S-3213,apac,Japan,finance,Q4-2025,Staff,Q-02,Data Privacy,6.0,2025/03/25
S-1543,apac,USA,Sales,Q1-2025, ,q-5,Data Privacy,,07-10-2025
S-3989,AMERICAS,,sales,q22025, ,q-1,Conflict of Int.,3.0,2025/11/15
S-1750,apac,USA,hr,Q2-2025,,Q-04,Data privacy,,2025/03/20
S-2922,EMEA,France,s,Q1-2025,Manager,Q-03,Compliance,5.0,
S-3396,ApAc,UK,hr,Q4-2025,Director,q-5,Compliance,5.0,2025-03-17
S-2989,APAC,     ,Operations,Q3-2025,Senior Staff,Q-03,Ethics,2.0,
S-1194,AMERICAS, ,sales,Q4-2025,Staff,Q-04,Conduct,3.0,11-10-2025
S-3516,Americas,     ,finance,Q3-2025,Staff,q-2,Compliance,6.0,
S-3578,APAC,,IT,Q2-2025,Senior Staff,q3,Data privacy,5.0,2025-07-01
S-3451,ApAc,IN,finance,Q3-2025,Senior Staff,Q-03,ethics,2.0,2025/07/18
S-2043,APAC,INDIA,s,Q3-2025,Manager,Q-03,Ethics,3.0,2025-03-18
S-1463,emea,India,hr,q22025,staff,q04,Conflict of Int.,3.0,27-11-2025
S-1788,APAC,IN,Finance,q22025,,Q-04,ethics,3.0,2025-08-15
S-2249,EmEa, ,F,Q4-2025,staff,Q-01,Compliance,4.0,
S-1681,Americas,,Sales,Q4-2025,director,3,Conduct,3.0,
S-2283,APAC,JN,sales,Q3-2025,Director,q3,Conduct,2.0,2025/11/21
S-1857,EMEA,,Sales,Q3-2025,manager,Q-05,ethics,4.0,31-08-2025
S-1699,EMEA,France,F,Q1 2025,Staff,Q-2,Ethics,4.0,2025-02-12
S-3477,EMEA,USA,Sales,Q4-2025,Manager,Q-03,Data privacy,3.0,15-06-2025
S-1895,Americas,India,F,Q2-2025,staff,q04,Conduct,5.0,2025-08-12
S-2898,EMEA,     ,hr,Q1 2025,Director,q04,Conflict of Int.,2.0,
S-2545,AMERICAS,France,HR,Q4-2025,,Q-01,Conduct,6.0,2025-02-19
S-1839,AMERICAS,INDIA,s,Q1-2025,Staff,Q-05,Data privacy,5.0,2025/04/25
S-1644,AMERICAS,,finance,Q1 2025,Manager,Q-02,Conflict of Int.,2.0,2025/07/10
S-2213,AMERICAS,IN,Sales,Q4-2025,Manager,Q-2,Data privacy,4.0,25-07-2025
S-1035,AMERICAS,JN,F,Q1-2025,,q-1,Compliance,5.0,19-07-2025
S-2252,EMEA,,Finance,Q1-2025,director,Q-03,Data privacy,5.0,12-09-2025
S-3615,EmEa,INDIA,Sales,Q4-2025,staff,q-5,Data Privacy,6.0,2025/07/24
S-2274,AMERICAS,,hr,q22025,Manager,Q-04,Compliance,6.0,2025-11-09
S-3929,emea,JN,IT,Q1 2025,Senior Staff,Q-04,ethics,1.0,2025-02-02
S-2165,EMEA,,HR,Q4-2025,manager,Q-02,Compliance,6.0,2025/09/19
S-3868,AMERICAS,United States,sales,Q4-2025, ,Q-03,Conflict of Int.,,2025/11/09
S-3511,apac,,s,Q1-2025,Manager,3,Conduct,2.0,2025-10-09
S-1234,APAC,UK,hr,Q3-2025,Staff,q-5,Conduct,6.0,2025-01-02
S-1023,ApAc,INDIA,IT,Q4-2025,staff,Q-04,Data privacy,4.0,2025-02-19
S-2318,Americas,France,IT,Q2-2025,manager,3,ethics,5.0,2025/07/01
S-3823,EMEA,UK,F,Q1 2025,Staff,Q-01,Data Privacy,4.0,2025-08-10
S-2874,emea,INDIA,Operations,Q1 2025,,Q-04,Conflict of Int.,5.0,2025/07/17
S-1835,APAC,,sales,Q3-2025,Senior Staff,3,Compliance,6.0,2025/11/20
S-2649,EMEA,UK,sales,Q1-2025,manager,Q-2,Data privacy,3.0,2025-02-25
S-1305,APAC,India,s,Q1 2025,manager,Q-04,Conduct,5.0,2025/10/04
S-3995,APAC,France,IT,Q3-2025,Senior Staff,3,Data Privacy,3.0,11-01-2025
S-2976,EmEa,UK,finance,q22025,Staff,Q-2,Conflict of Int.,6.0,2025-10-25
S-1026,AMERICAS,,HR,Q1 2025,Senior Staff,q3,ethics,4.0,2025-07-29
S-2887,AMERICAS,France,F,Q3-2025,,q04,ethics,5.0,2025/06/29
S-3038,EMEA,IN,Finance,q22025,Manager,q-5,Data Privacy,4.0,2025/07/24
S-2575,EMEA,,Sales,Q4-2025,Senior Staff,Q-03,Compliance,4.0,2025/11/12
S-3430,EMEA,France,Sales,Q1 2025,Director,q04,Data Privacy,6.0,2025/08/16
S-2221,EMEA,,F,Q1-2025, ,Q-05,Conduct,4.0,13-11-2025
S-2733,apac,United States,sales,Q4-2025,director,q-2,Ethics,5.0,
S-3439,EmEa,Germany,sales,Q2-2025,,q-1,Conduct,5.0,26-05-2025
S-2130,AMERICAS, ,Operations,Q4-2025,,Q-05,Ethics,4.0,28-05-2025
S-3126,ApAc,INDIA,hr,q22025,,3,Ethics,4.0,2025/10/27
S-1115,apac,Germany,Sales,Q1-2025,Manager,q04,Conduct,5.0,06-01-2025
S-1701,AMERICAS,,Finance,Q1 2025,director,Q-03,Data Privacy,1.0,2025/05/29
S-3466,Americas,USA,s,Q1 2025,Director,3,Conflict of Int.,3.0,2025-02-23
S-1003,APAC,,Finance,Q2-2025, ,Q-05,Conduct,,2025/05/02
S-3438,EmEa,Germany,finance,Q4-2025,staff,Q-2,Conflict of Int.,2.0,
S-2832,ApAc,USA,Finance,Q1-2025,manager,Q-01,Conduct,3.0,2025-07-26
S-3426,ApAc,     ,Operations,Q1-2025,staff,Q-2,Compliance,1.0,2025-10-17
S-2796,apac,UK,sales,Q4-2025,Staff,3,Conflict of Int.,4.0,2025/01/10
S-1485,EmEa,India,hr,q22025,Staff,Q-01,Ethics,6.0,07-08-2025
S-3818,AMERICAS,USA,Operations,Q2-2025,Director,Q-05,Compliance,2.0,23-01-2025
S-2983,apac,     ,Sales,Q3-2025,,Q-2,Conflict of Int.,3.0,20-01-2025
S-1581,EMEA,United States,Sales,Q2-2025,director,q-2,ethics,3.0,2025-04-02
S-1741,AMERICAS,,Finance,Q2-2025,manager,Q-04,Conduct,6.0,2025-08-14
S-2060,EmEa,Germany,sales,Q3-2025,Director,3,Compliance,6.0,2025/07/10
S-1913,emea,France,IT,Q1-2025,manager,3,ethics,3.0,
S-1336,EMEA,Germany,Sales,q22025,staff,Q-04,Ethics,2.0,2025-11-02
S-1014,APAC,UK,IT,q22025,Manager,Q-02,Conflict of Int.,1.0,2025-08-30
S-3622,EMEA,     ,sales,Q3-2025,Manager,Q-2,Conflict of Int.,3.0,2025/10/07
S-2010,ApAc, ,Sales,q22025,staff,3,Compliance,2.0,2025-06-06
S-3791,ApAc,India,Sales,Q1-2025,director,Q-02,Data privacy,3.0,2025-11-11
S-2838,AMERICAS,USA,Sales,Q1-2025,,q04,Ethics,3.0,17-02-2025
S-2836,EmEa,Germany,HR,Q3-2025,manager,q-1,Conduct,2.0,14-03-2025
S-2796,apac,United States,sales,Q1-2025,staff,q3,Compliance,6.0,20-10-2025
S-1817,apac,Germany,F,Q1 2025,Staff,q-1,ethics,4.0,2025-01-16
S-1800,AMERICAS, ,Operations,Q3-2025,Senior Staff,Q-02,Conduct,2.0,2025/11/26
S-3462,EMEA,UK,Finance,Q4-2025, ,3,Data privacy,2.0,2025-10-13
S-2445,EMEA,Japan,s,Q3-2025,manager,Q-01,Compliance,,05-04-2025
S-3803,AMERICAS,France,IT,Q1-2025, ,q-5,Compliance,4.0,19-04-2025
S-3986,APAC,Japan,s,Q1-2025,Senior Staff,3,Data privacy,,2025/08/06
S-2960,APAC,Germany,HR,Q3-2025, ,Q-02,Conduct,4.0,2025-07-13
S-3427,emea,,finance,Q2-2025,manager,Q-04,Conflict of Int.,4.0,2025/11/06
S-2053,emea,     ,hr,Q2-2025,staff,Q-01,Data privacy,5.0,2025/01/15
S-1152,AMERICAS,USA,s,Q4-2025,,q-1,Data Privacy,2.0,2025-09-30
S-3801,ApAc,India,finance,q22025,Senior Staff,3,Data privacy,4.0,29-05-2025
S-1698,apac,UK,HR,q22025,,3,Compliance,5.0,2025/11/11
S-2876,ApAc,Japan,IT,Q4-2025,staff,q-2,Compliance,6.0,2025/06/28
S-1518,AMERICAS,,F,Q1-2025,Manager,Q-03,Ethics,4.0,2025/08/25
S-3207,AMERICAS,,IT,Q2-2025,,3,ethics,6.0,2025-08-20
S-2893,Americas,France,F,Q4-2025,Director,Q-05,Compliance,,
S-2090,APAC,UK,sales,Q1 2025,,Q-2,Data privacy,1.0,
S-3975,APAC,     ,Finance,Q1 2025,,3,Compliance,,2025-10-02
S-1336,APAC,,sales,Q4-2025,Senior Staff,Q-05,Compliance,5.0,
S-1093,EMEA,,finance,Q3-2025, ,q3,Ethics,3.0,14-10-2025
S-2733,APAC,INDIA,Sales,Q1-2025,staff,q-5,Data privacy,5.0,2025/08/26
S-1049,ApAc,INDIA,IT,q22025,director,Q-01,Conduct,6.0,2025-10-22
S-3395,AMERICAS,USA,Operations,Q4-2025,Manager,q3,Data Privacy,3.0,11-06-2025
S-1497,APAC,IN,hr,Q1-2025,Staff,q-5,Data privacy,3.0,2025/02/21
S-3938,AMERICAS,USA,HR,Q2-2025,Staff,Q-03,Compliance,2.0,16-04-2025
S-1286,ApAc,IN,s,Q3-2025,manager,Q-2,Conflict of Int.,4.0,2025-08-14
S-1889,ApAc, ,F,Q3-2025,manager,Q-04,Compliance,2.0,2025/01/31
S-1030,ApAc, ,Sales,Q3-2025,Senior Staff,q-1,Conduct,3.0,2025-05-07
